Tweets,Sentiment Score,Clasifier,Result
asheru seanhannity both statements are still true whats your point  oh and that kenyan muslim private citizen is still trying to destroy us,0.524080398,neg,Positive
asheru seanhannity he still is a kenyan muslim amp look at the mess he made around the globe,,,
asheru seanhannity i still believe hes a muslim,0.021372216,neg,Positive
asheru seanhannity obama is a muslim and applied the principles of jihad the best he could while flying under the radar its one of their most used tactics,,,
asianasian originnorwegianor just another bloody muslim paedophile,0.338910651,pos,Negative
asiwajutinubu  eu police crackdown on illegal immigrants migrantshow,,,
ask diane abbott  though she would no be able to tell you how many - she cannot count,0.816904461,neg,Negative
ask muslimmarine any question on islam not here to debate only to learn amp educate,,,
assalamualaikum to my muslim frens  great morning to my non muslim frens,0.459869994,neg,Positive
asyounotwish hamskat see this theyve found and labelled you islamophobic for reporting this as it is,,,
asyounotwish he is wahid hasan rizwi a poltical analyst he wants a new law for muslim security to curb lynching  on taalthokke zeenews today,0.284664254,neg,Positive
asyounotwish shows the power of islam produce absolute terror against anyone who jokes about islam  these savages have burnt people alive in porkistan,,,
at a mosque in the uk a muslim asks the imam why if we can marry six year old girls cant we eat bacon,0.013556805,neg,Positive
at this point i believe i could beat tammy in a debate and i am a shitty debater,,,
at times like dat muslims are not concerned abt d competence or otherwise of d muslim candidatehe is a muslim brother is all day matters,0.956651565,neg,Negative
"atheist muslim points out what right and left get wrong about islam 
 ; Liberal to the very end Member of Indivisible and TheResistance First time activist Resist NeverTrump StopPresidentBannon",,,
atlasshrugs hate is anything that has all and nothing to do with islam,0.90885171,neg,Negative
"attacking muslim women for their head coverings is pathetic gutless and betrays us all by aiding the divisive goal of terroriststhedrum 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan 
 ; nan",,,
attn islam taught us to use water more than 1400 years agofor us it aint a new discovery,0.996839724,neg,Negative
"attn me as a muslim 
 ; 16 
 ; 16 
 ; 16 
 ; 16 
 ; 16 
 ; 16",,,
audio  advocacy group fighting to make delaware sanctuary state for illegal immigrants,0.944652318,neg,Negative
auspol1 of shortens many muslim ministers has basically told us that we cant congregate like normal australians anymore because of muslims,,,
auspollock up your daughters australia  shorten is stacking his party with muslim ministers in preparation for an election victory,0.659966524,pos,Negative
auspolshocking statistics from 2017 census muslim religion 2nd largest religion in australia shorten has 3 muslims in his party,,,
auspolshould shortens muslim ministers be investigated for any potential links to radical islamists qanda insiders 730report,0.999155198,neg,Negative
"australian muslim women are bearing the brunt of islamophobic attacks telling them to hide their religion is victim blaming thedrum 
 ; Pharmacist passionate about Community Pharmacy transformation to Health Hubs offering health  screening services European Football Music  Politics fan",,,
authoramish timesofindia stupid do you have guts to write on islam terror,0.804517269,neg,Negative
"awful-seven times elites said immigrants are better than their own people  maga realdonaldtrump trumptrain dobbs 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind 
 ; Conservative who wants to see factories full and people off welfarePeople that come here must want to be Americanspeak American and leave their country behind",,,
ayeitsmaira omgitsmejustme harrisjofficial music is one of the major sins in islam included with alcohol and riba you do know that right and his mixing a major sin with allahs name,0.28660858,pos,Negative
baalter muslim mouthpiece spewing hate,,,
bail,0.685111777,neg,Negative
balgilbert hes an amadiyya not an orthodox muslim at allbut yes they also are avid koranic nuts,,,
bang on its not libtards or immigrants thatll destroy western civilisation its the anti-science anti-enlightenment mindset,0.969915253,neg,Negative
bangladeshi muslim boyfriendtv,,,
barackobama get lost you muslim homo go back to your birth country of kenya kenya is missing their village idiot,0.995774009,pos,Negative
basedmonitored allahu akbar does not mean god is great as muslims claim  it means allah is greater  it is a battle taunt to the enemies of islam,,,
"basedmonitored brandonneal2121 this muslim shit is out of control 
 ; Hard working American thats ready for  positive changes in AmericaTrump is my president America first Patriots httpstcoqcWsecmpfE 2nd AmendmentDrain the SwampREP",0.887070027,pos,Negative
basedmonitored islam make stupidly,,,
"basedmonitored kissmychops if islam is so fcking perfect why do these fcking muslims not live in islamic countriesanswer - free benefits amp housing 
 ; nan",0.355253336,neg,Positive
basedmonitored sassysassyred i certainly hope britain is happy with becoming a muslim country they made their bed just like germany now they can sleep in it,,,
basedmonitored send them all packing back the shitholes where islam rules the land now,0.710715271,neg,Negative
basedstickpanda bbusa617 islam  see this,,,
"basically if youre a muslim amp you condemn violence harris wouldnt accept your word for it amp label you as a stealth jihadist 
 ; Government  Politics Health  Medicine Design  Architecture Literature Photography Lifestyle",0.91224741,neg,Negative
basically if youre a muslim amp you condemn violence sam harris wouldnt take you for your word,,,
"basirhat hindus saying that mla   admin selectively picking up hindu boys from homes nothing against muslim mob 
 ; Studied Engineering Supply Chain Management  Law Unapologetic Hindu Aaptards and Congis stay away",0.5,neg,Positive
bbc news - danish muslim politician confronts senders of hate mail,,,
bbcfour the science of islam really  maybe you should not make programmes about an ideology that is causing so much grief,0.710551202,pos,Negative
bbcnews excluding illegal immigrants which would take the toll to 12671,,,
bbcnews how about ban islam deport muslims get our country back not as snappy but defo preferable to being fucked in the ass,0.685856364,neg,Negative
bbcnews thanks islam,,,
bbcworld women endure more rape at the hands of islam than anything else but that doesnt matter as we cant be prejudice now can we,0.847908395,neg,Negative
be careful conservative talk show host over there was jailed for speaking out vs islam,,,
be careful uk we love you,0.881418767,neg,Negative
"be interesting to see what i get back from this tweet not going to hold my breath while i wait for an answer 
 ; Proud American Politically incorrect Cannot Tolerate Liars Expect people to take responsibility for their actions Tea Party MAGA NRA",,,
"be the muslim you want to meet 
 ; _Crazy Beautiful Mess  _CONVERT _ Loving the beauty of Sabr _sTiLL LeaRnIng _    _ 
 ; _Crazy Beautiful Mess  _CONVERT _ Loving the beauty of Sabr _sTiLL LeaRnIng _    _ 
 ; _Crazy Beautiful Mess  _CONVERT _ Loving the beauty of Sabr _sTiLL LeaRnIng _    _ 
 ; _Crazy Beautiful Mess  _CONVERT _ Loving the beauty of Sabr _sTiLL LeaRnIng _    _ 
 ; _Crazy Beautiful Mess  _CONVERT _ Loving the beauty of Sabr _sTiLL LeaRnIng _    _",0.980375496,pos,Negative
beautiful child killed by a muslim bombing bastard - islam has a free run in britain spreading hate via mosques supported by politicians,,,
beautiful jesus painting left at ny islamic center investigated as hate crime  islam islamic hijrah,0.246506777,pos,Negative
because he is junaid a muslim what he says or hi people say that is right but the other party is hindu he is never right that politics,,,
"because the muslim groups object to starbucks supporting lgbt rights latimes thats why 
 ; Support civilization  
 ; Support civilization  
 ; Support civilization  
 ; Support civilization  
 ; Support civilization  
 ; Support civilization  
 ; Support civilization  
 ; Support civilization  
 ; Support civilization ",0.922132234,pos,Negative
because these hard-working amp grateful immigrants amp their kids have often contributed more to america than the heirs of old amp tired elites,,,
because youre not making sense islam is a religio  your version of islam sounds like its been lifted,0.345844392,neg,Positive
beegorgeous3 talktosamnow sandipanmitra6 suba_vee rkradhakrishn riturathaur very true i always stay away from radical muslims i guess thats how ex muslims got fed up and gave up islam moderation is always the best,,,
been flabbergasted at seeing muslim showers presence in all of the restrooms that i happened to visit in finland whered that come from,0.255466982,neg,Positive
"before one gets into the bengaldebate  need to understand some facts amp figure - what happens when muslim population grows republic 
 ; Stepping in to NETWORK SECURITYBACKTRACK here i come RTs are not endorsments",,,
"before we get angry over potus travel restrictions most arab countries deny entry of jordanianspalestinians 
 ; Originally from Punjab in Texas for the last 25 years now Engineer by profession 
 ; Originally from Punjab in Texas for the last 25 years now Engineer by profession 
 ; Originally from Punjab in Texas for the last 25 years now Engineer by profession 
 ; Originally from Punjab in Texas for the last 25 years now Engineer by profession 
 ; Originally from Punjab in Texas for the last 25 years now Engineer by profession 
 ; Originally from Punjab in Texas for the last 25 years now Engineer by profession",0.940696419,neg,Negative
being shouted at by masked men with machine guns patrolling holiday resorts because islam is a positive sign,,,
"belgium hunts devout muslim terror ring over fake police plot  via pamelageller 
 ; WATCH and SHARE  ANTI Religie Koran  EU Nato Navo VN Unesco Royalty Animal AbusePRO  Free Speech Europa Peace",0.376910181,neg,Positive
believing in allah saw in his angels   books messengers in the last day in destiny and in life after death means a muslim has,,,
"bengal beats india in muslim growth rate 
 ; nan 
 ; nan",0.951827611,neg,Negative
"bengal is paying for mamatas crude muslim mobilisation my piece in theasianagenews 
 ; Interested in politics world affairs science and technology Roger Federer fan Left hearted and right minded Jai Hind 
 ; Interested in politics world affairs science and technology Roger Federer fan Left hearted and right minded Jai Hind 
 ; Interested in politics world affairs science and technology Roger Federer fan Left hearted and right minded Jai Hind 
 ; Interested in politics world affairs science and technology Roger Federer fan Left hearted and right minded Jai Hind",,,
bengal pays the price for mamata banerjees crass muslim appeasement  savebengal,0.993718678,neg,Negative
"bengalburning kartik ghosh aged 65 was hacked to death by radical muslims - not a single person has been arrested yet mamata rules 
 ; Fan of Namo love India  stand by people who consider India First",,,
bengaldebatewe wont let wb turn to another kashmir lets raise our voices against muslim appeasement and islamisation of wb,0.892838738,neg,Negative
besharambabu happy sawan to all snatani and also to secular muslimshiva,,,
besharambabuhyderabad muslim man arrested for raping amp killing dogasyounotwish bobbydeol0 ramesh_hjs hindu_g,0.799100017,pos,Negative
betruemuslim and dont act only as a muslim without following true islam it is not about what you do it is about how you do it,,,
beware islam know islam rt  politicalislam bansharia tcot makedclisten billwarnerphd,0.307289162,neg,Positive
bfraser747 deblasio is an anarchists anti american pos maybe hell get some muslim love  and deport himself,,,
bfraser747 missdiagnosis lsarsour amen ppl like sars our r not fighting for rights thats the islams way of dividing n conquering wake up ppl arrest that biotch,0.520396218,neg,Positive
bfraser747 missdiagnosis lsarsour thank you missdiagnosis for speaking out against sharia sarsour we need to designate muslim brotherhood as a terrorist organ,,,
bhartis22205853 yes he was influenced by hinduesm but he took birth as muslim mean to say all fingers are not same,0.946765488,neg,Negative
"biafrexit is not just about eradicating those evil politicians biafrans are worse hit by violent islam survival 
 ; WE ARE BIAFRA FIGHTING FOR OUR FREEDOM IN THE OF CKUKWU ABIAMA WE SHALL CONKY",,,
bibi learn to except reality pak and bdesh were not created for nothing as a good journalist teach ur muslim brethren peace n tolerance,0.950512283,pos,Negative
big black pussy hole muslim teen download,,,
biggest fraud on socialmedia does cyberprostitution via 6000 fake pages on fbtwigoogle a muslim wid name eeshaagarwal breakingnews,0.784855166,neg,Negative
"bill de blasio bernie sanders and a terrorist sympathizer liberalism and radical islam go hand in hand 
 ; Comedy is Essential in Life Sarcasm Rules Take it Light and Enjoy a Laugh And most of all MAGA 
 ; Comedy is Essential in Life Sarcasm Rules Take it Light and Enjoy a Laugh And most of all MAGA 
 ; Comedy is Essential in Life Sarcasm Rules Take it Light and Enjoy a Laugh And most of all MAGA",,,
"bill maher absolutely crushes charlie rose for comparing islam to christianity  1499609286 
 ; Christian Constitutionalist Conservative Veteran Passion 4 Amer Hist Honor People who Settled this Gr8 Country Use mny sources incl foreign news uncensord",0.671990213,neg,Negative
bill would give legal permanent resident status to undocumented immigrants who volunteered during 911 clean-up,,,
bintazam umhxva youre failing as muslims because islam is stone age crap,0.985622157,neg,Negative
birchbarkdragon foxnews we always help my family has been helping children for years you set there and take up for the muslim but you bash the christian,,,
blackauravibe whats suprising is the lengths some asians will go to assimilate with the white people trying to dance to the white tune for what,0.943622178,neg,Negative
blackfemhoe ecmartznm thingswork destroying american culture language and identity when newcomers dont assimilate it breaks the country into a un-unified people,,,
blakc45z milobrady12 pennyd2017 eim_dt dorianmstarkey bulmanghani parisdennard im sure he cared about those immigrants by deporting more than anyone else except probably trump soon,0.714488551,neg,Negative
blimey doesnt look muslim,,,
bloodredpatriot the strange axis that developed between the extreme left and extreme islam,0.988855153,neg,Negative
bobvilla1998 matolkur mthakur121 trobinsonnewera defencepk strength of islam is self evident its like blaming christianity for paedophilia by priests blame ppl not religion,,,
bogus christian receives 12000 shariah fine for not removing shoes entering apartment he rents to muslim couple,0.995759895,neg,Negative
"bolt_rss macron blames global warming for muslim terrorists killing raping amp enslaving the innocent globalistsbarkingmad 
 ; Followed by RealDJTrumpTeam and The_Trump_Train",,,
"bombshell report as many as 57 million illegal immigrants may have voted in 2008democrats need voter fraud 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American 
 ; One American",0.938572183,neg,Negative
bond of luvtrust betwn hindusmuslims need 2b revoked whch in itself is complete remedy 2 all chaosampcan b strng msg 2silence hate mongers,,,
bordesleygreen jonwalker121 neilelkes desjaddoo will it take the murder of my fellow muslim or muslims from a knife for bcc and authorities to take a serious approach to knife crime,0.953068295,neg,Negative
both harrisjofficial amp omgadamsaleh made me come so much closer to islam and i really appreciate that thank you so muchreal role models,,,
both legal and illegal immigrants dream of making it to canada america and germany because of generous benefitsnot eastern europe,0.10123502,bad,Positive
"both the russians and the united states know that one of the greatest threats facing them is radical islam  govmikehuckabee 
 ; I support Cannabis as cure for cancer thanks to Rick Simpsons Hemp Oil and Idlenomore Britains GW Pharmacuticals now holds the Patent for THCCBDs 
 ; I support Cannabis as cure for cancer thanks to Rick Simpsons Hemp Oil and Idlenomore Britains GW Pharmacuticals now holds the Patent for THCCBDs 
 ; I support Cannabis as cure for cancer thanks to Rick Simpsons Hemp Oil and Idlenomore Britains GW Pharmacuticals now holds the Patent for THCCBDs 
 ; I support Cannabis as cure for cancer thanks to Rick Simpsons Hemp Oil and Idlenomore Britains GW Pharmacuticals now holds the Patent for THCCBDs 
 ; I support Cannabis as cure for cancer thanks to Rick Simpsons Hemp Oil and Idlenomore Britains GW Pharmacuticals now holds the Patent for THCCBDs 
 ; I support Cannabis as cure for cancer thanks to Rick Simpsons Hemp Oil and Idlenomore Britains GW Pharmacuticals now holds the Patent for THCCBDs",,,
bouncenewsng islam is d best,0.912808794,neg,Negative
boy and girl touching and having sex naked indonesia nude muslim girls,,,
braveconwarrior how much more proof do we need hes an anti america muslim,0.856468736,pos,Negative
breaking 16 year old american girl beaten and burned alive by muslim immigrant would you support trump if he,,,
breaking bjp worker haren singh brutally killed by tmc terrorists at muslim dominated chopra in north dinajpur wb savebengal savehindus,0.494346734,neg,Positive
"breaking car-ramming attack at the t junction in gush etzion one idf soldier lightly wounded muslim terrorist shot and neutralized 
 ; PHILOSOPHER",,,
breaking promises is a sign of weak faith and even hypocrisy stick to your promises and be a strong muslim,0.60149852,neg,Positive
breaking shortens labor may consider suppling  hookers for frustrated muslim terrorists  taxpayers have had enough auspol,,,
breaking watch this video how d muslim lawyer nazrul islam who instigated d mob to protest in goalpara was arrested by smart asaam_police,0.941265478,neg,Negative
breakingbraavos discworld_girl mcspocky i think part of problem is that even elements of moderate islam are vile for example ritual male genital mutilation and animal slaughter,,,
breathtaking muslim friendly resorts for a perfect holiday or halal honeymoon -  via muslimtravelgrl,0.9866295,pos,Negative
breed out cultures is a nazi way of thinking muslims must be stopped,,,
breitbartnews he sounds like a good muslim,0.94905131,neg,Negative
brexitcentral 94 eu laws approved by uk meps gpb not tied to the euro 65 immigrants from outside eu uk trade has grown faster in eu than outside it,,,
bring back home sorely needed for your muslim vermin,0.50025,neg,Positive
british ex-muslim sufian ahmed smashing it,,,
"british man jailed for criticising islam muslim rapists multiple violent racists are not jailed because muslim 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie 
 ; Society has become so fake the truth actually bothers people SorryNotSorry if u get offended by facts Better to be slapped with truth than kissed with a lie",0.539912521,neg,Positive
"british muslim wins test match for his country 
 ; nan 
 ; nan 
 ; nan 
 ; nan",,,
broken__monkey no he is a muslim,0.942076086,pos,Negative
"brotherhood in islamthis is so beautiful yet not everyone are like that 
 ; stay lowkey trust meAfiq Fazail",,,
browse hospitality quran topic on  quran islam 5651-56,0.434741742,pos,Negative
brutal torture of afghani girl,,,
"buddha was not a buddhist jesus was not a christian muhammad was not a muslim they were teachers who taught love 
 ; Rainbows when it rains and stars when its dark ",0.139204545,neg,Positive
buddhist suffering and the muslim scapegoatrumours about muslim men project blame for the stagnation of,,,
bukharishujaat he was a recent convert to islam changed his name to adil,0.530821093,neg,Positive
"bully muslim previously  jailed for hitting gf with hammer now jailed for threats amp stalking islam in lancashire 
 ; Brittish Leftists And Politicians Are As  Repugnant As Islam",,,
burak_turna lilyallen george_osborne look up how many countrys its still illegal to be gay in a muslim country then look up the punishments,0.566193436,neg,Positive
burak_turna lilyallen george_osborne why is it illegal to be gay in 13 muslim country with a death sentence plz explain this to me as im no expert but i know a few facts,,,
burningkarnataka compolmlr cmofkarnataka   u dont have dare to arrest admin of mangalore muslim fb page admin,0.895459521,neg,Negative
busty cute fuck porno muslim,,,
but they must be the western belief in democracy for the western belief in capitalism is exactly what radical islam finds reprehensible,0.912147213,neg,Negative
but your felonious acts were ok,,,
"by mistake 
 ; Justice of the PeaceOut here its Godfamilywork Honor and respect still mean something We keep our guns within reachit just has to be that way NO LISTS 
 ; Justice of the PeaceOut here its Godfamilywork Honor and respect still mean something We keep our guns within reachit just has to be that way NO LISTS",0.970208014,pos,Negative
by subhanabayas via instagram muslim hijab beauty fashion style abaya mydubai,,,
bye bye now have a safe trip out of here you made a wrong turn and you should know your place,0.995931396,neg,Negative
byrnepip aussiecamel9745 no i want them to have freedom of choose the choice not to wear the hijab niqab or burka a choice they dont have in islam,,,
c nobody cares about your not image of pakistani muslim lady highly disappointed and laments for impiety in pakistan cry us an indus,0.889477229,neg,Negative
c_me66 ashrafghani we are muslim and we never seprate ourselves from islamyou cant separate us and our break our people we kick u 2 ur ass from pak,,,
ca co ct de hi il md nvnmut vt and wa and dc offer driving privileges to undocumented immigrants,0.964327146,pos,Negative
cacau012008 bfraser747 my heart breakes for this women and other women of islam the men of islam need to have this done to them they are pos,,,
cacau012008 paulinepardue bfraser747 another face of islam islam is the demonic spawn of satan himself,0.491688874,neg,Positive
cair islamophobia watch residents to rally for illinois officials dismissal over anti-muslim facebook posts,,,
cair-chicago growing muslim population means more services to keep upthe council on american-islamic,0.743714415,neg,Negative
cairnational from their husbands    doesnt islam encourage beating your wife,,,
cairnational how many muslim women have been physically assaulted in texas this year,0.641155312,bad,Positive
cairnational the more people learn about islam the more disgusted they become,,,
calderawoodchip trueislamusa i am a revert btw in quran it says and kill not the soul which god has made which mean any living person i read sahih muslim book,0.453012172,neg,Positive
calderawoodchip trueislamusa in all religions stop picking on islam,,,
calderawoodchip trueislamusa listen if you not a muslim stop following islamic pages and stay to your religion stop bothering islam there is a lot of wars happening,0.994527933,neg,Negative
"calling on fbi and secret service to interrogate muslim activist linda sarsour for her jihad comments against the potus foxandfriends 
 ; Christian ALWAYS knew President Trump the Businessman was what America needed FightBack MAGA DRAINtheSWAMP POLITICS ONLY 
 ; Christian ALWAYS knew President Trump the Businessman was what America needed FightBack MAGA DRAINtheSWAMP POLITICS ONLY 
 ; Christian ALWAYS knew President Trump the Businessman was what America needed FightBack MAGA DRAINtheSWAMP POLITICS ONLY 
 ; Christian ALWAYS knew President Trump the Businessman was what America needed FightBack MAGA DRAINtheSWAMP POLITICS ONLY 
 ; Christian ALWAYS knew President Trump the Businessman was what America needed FightBack MAGA DRAINtheSWAMP POLITICS ONLY 
 ; Christian ALWAYS knew President Trump the Businessman was what America needed FightBack MAGA DRAINtheSWAMP POLITICS ONLY 
 ; Christian ALWAYS knew President Trump the Businessman was what America needed FightBack MAGA DRAINtheSWAMP POLITICS ONLY 
 ; Christian ALWAYS knew President Trump the Businessman was what America needed FightBack MAGA DRAINtheSWAMP POLITICS ONLY",,,
can assure nonewhile we can keep counting apologists for 842002 etcmost recently even mob lynchingsconducting seminarsamp writing opeds,0.841068694,neg,Negative
can i puke now or should i wait for more gagging from the left,,,
canada basically under muslim rule now we have muzzies to the north cartel to the south just great buildthewall,0.494462429,pos,Negative
